Question,Answer
වී වගාවෙදී පිළිබෝධ නාශක රසායන භාවිතය සීමා කිරීමෙදී තවත් විකල්ප මොනවාද?,"ජීව පොහොර, ජීව නාශක, ස්වයංක්‍රිය උපාය, පාංශු සෞඛ්‍යය තවදුරටත් ඉහළ නැංවීම."
වී වගාවෙදී පොහොර මිශ්‍රණය නිසි ලෙස නොකෙරේ නම් මොනවා වෙයි?,"ශාකයෙහි පෝෂණ අඩුකම්, අස්වැන්න අඩුවීම, පාංශු විනාශය, රෝග අවදානම් වැඩිවීම."
වී වගාවෙදී කානු නිෂ්පාදන පද්ධතිය භාවිතය කළ යුතුයේ ඇයි?,"ජීව පොහොර ලැබීම, නාස්තිකාර ද්‍රව්‍ය නැවත ගුණාත්මක භාවිතය, පාංශු ගුණාත්මකභාවය වැඩිදියුණු කිරීම."
වී වගාවෙදී ගොවි බැන්කු ණය සහ ප්‍රාදේශිය අවසර ලැබීමේ වැදගත්කම මොකක්ද?,"ප්‍රයෝජනවත් මුදල් සහාය, පණිවිඩ නැවත යෙදීම, ව්‍යාපාරික සැලසුම් කලමනාකරණය පහසුකම්."
වී වගාවෙදී අස්වැන්න නෙලීමේදී මට්ටම් පිහා යෙදීමේ ක්‍රියා මොනවාද?,"ශාකයෙහි ඉහළ කොටස පමණක් නෙලීම, පස උස් අවස්ථාවන් පාලනය, හිස් වීදුරු මිශ්‍ර කිරීම් වල සුරක්ෂිතතාව."
වී වගාවෙදී ඔබට අවශ්‍ය වගා ලක්ෂ්‍යය තීරණය කරන්නේ කෙසේද?,"ප්‍රාදේශිය වෙළෙඳපොළ ඉල්ලුම්, පවුලේ භාණ්ඩ අවශ්‍යතා, ආර්ථික වාසිය, වගා හැකියාව අනුව."
වී වගාව සඳහා නියතව වැදුණු රෝග ගැන විද්‍යාත්මක උපදෙස් පිළිබඳ ලබාගැනීමේ වැදගත්කම මොකක්ද?,"ඉක්මන් පාලනය, අස්වැන්න රැක ගැනීම, ලාභශීලීත්වය වැඩිවීම."
වී වගාවෙදී අවශ්‍ය ගෙවීම් ක්‍රම සැලසුම් කිරීමෙදී සලකා බලන කරුණු මොනවාද?,"මේස ගිණුම්, ශ්‍රම වැටුප්, පොහොර හා රෝග නාශක වියදම්, ආදායම් අපේක්ෂිත වේලාව."
වී වගාවෙදී අත්‍යවශ්‍ය නොවන වැපිරීම් ගණන් පාලනයක් කරන්නේ කෙසේද?,"වල් ශාක ඉවත් කිරීම, වැලි ස්වභාවී පළිබෝධ පාලන ක්‍රම, ස්වයංක්‍රිය නාඩිවල නිරෝධායනය."
වී වගාවෙදී වගා රෝටේෂන් සැලැස්වීම පාංශු සෞඛ්‍යය රැක ගැනීමට උපකාරීද?,"ඔව්, රෝග ව්‍යාප්තිය අඩු කර, පෝෂක සංචිත භාවිතය ප්‍රයෝජනවත් කරයි."
වී වගාවෙදී පළිබෝධ නාශක රසායන සායනික අවශේෂ ගැන අවධානය යොමු කළ යුතු ඇයි?,"ආහාර අපනයනයේ ගුණාත්මකභාවය, පාරිසරික හානි, මිනිස් සෞඛ්‍යය ආදිය සුරක්ෂිත කිරීම සඳහාය."
වී වගාවෙදී ගුටි ප්‍රලේභන (seed dresser) භාවිතය වාසියක්ද?,"ඔව්, බීජ රෝග හා පළිබෝධ පාලනය, වර්ධනය වේගවත් කිරීම, අස්වැන්න ගුණය ඉහළ දැමීම."
වී වගාවෙදී විවිධ වී වර්ග අතර සම්පාදන හුවමාරු කිරීමේ වැදගත්කම මොකක්ද?,"රෝග ප්‍රතිශක්තිකරණය, විවිධතාවය, වෙළෙඳපොළ අවස්ථා වැඩිදියුණු කිරීම."
වී වගාවේ සාර්ථකත්වය සඳහා වෙළෙඳපොළ මිල අනුමුනු පරීක්ෂා කිරීම ඇයි වැදගත්?,"ආදායම් අපේක්ෂිත ප්‍රමාණය තක්සේරු කිරීමට, අස්වැන්න විකිණීමේ වේලාව තීරණය කිරීමට."
වී වගාවෙදී ජලය නඩත්තු කිරීම සඳහා පුළුල් පෙරහැරක් ගෙන ඒමේ හැකියාව මොකක්ද?,"වගා නොකල අවස්ථාවන්දී ජල ගබඩා කිරීම, නියත කාර්ය අංග සම්පාදනය කිරීම, නියඟ සමය වළක්වා ගැනීම."
වී වගාවෙදී කොසැල් යන්ත්‍ර භාවිතය සුදුසුද?,"ඔව්, ඉඩම් සැකසීම හා රෝපණය පහසු කිරීම, ශ්‍රමය හා වේලාව ඉතිරි කිරීම, වැඩි සාර්ථකභාවය."
වී වගාවෙදී පත්‍ර රෝග නිරීක්ෂණය කරන්නට තියෙන පහසු ක්‍රම මොනවාද?,"ඉන්ධන ලින්ස්, ස්මාර්ට් ෆෝන් ඡායාරූප, ක්ෂේත්‍ර නිරීක්ෂණ ලේඛන, විශේෂඥ උපදෙස්."
වී වගාවෙදී නයිට්‍රජන් අධිකව යෙදීමෙන් ඇති විය හැකි අවදානම් මොනවාද?,"ශාකයෙහි අධික වර්ධන, රෝග ප්‍රවණතාව වර්ධනය, අස්වැන්නේ ප්‍රමාණයට වඩා ගුණාත්මකභාවය අඩුවීම."
වී වගාවෙදී හීනටි/නාඩු/සුදු කැකුළු/රතු කැකුළු/සුවන්දැල්/සම්බා ශාක වර්ග මත තෝරා ගැනීමේදී සැලකිලිමත් විය යුතුද?,"ඔව්, ඒ ඒ වර්ගයෙහි දේශගුණික හා පාංශු ඉරියව් ගැලපීම, රෝග ප්‍රතිශක්තිකරණය සලකා බැලීම."
වී වගාවෙදී ජලය සපයන පද්ධති එකට බැඳීමේ වාසිය මොනවාද?,"වගා කළමනාකරණය ස්වයංක්‍රිය කිරීම, වේලාව ඉතිරි කිරීම, නියත නිරීක්ෂණය."
වී වගාවෙදී නියත වෙලාවක වැඩ නිමවා ගැනීම සඳහා කළ යුතු ඉදිරි සැලසුම් මොනවාද?,"ශ්‍රම සංවිධානය, උපකරණ සූදානම්ව තබා ගැනීම, අධික වැසි හෝ නියඟ තත්ත්ව නිශ්චිත විග්‍රහයකට ලක් කිරීම."
වී වගාවෙදී නොවල් ශාක සීමා කිරීම කෙසේ සිදු කළ හැකිද?,"වැපිරීම් නාශක භාවිතය, වේලූ නඩත්තු කිරීම, ඉඩම් පිරිසිදු කිරීම, පවතින වැල් ඉවත් කිරීම."
වී වගාවෙදී පාංශු පරීක්ෂා කිරීම පෙර කරන්නේ ඇයි?,"පෝෂක අඩුකම් හඳුනා ගැනීමට, පොහොර සැලසුම් නිවැරදිව සිදු කිරීමට, රෝග අවදානම් අඩු කිරීමට."
වී වගාවෙදී නිරන්තර ව්‍යාප්ත ලේඛනය තබා ගැනීමෙන් ලැබෙන වාසිය මොකක්ද?,"අනික් වගා සමග සැසදීම, අත්දැකීම් මත වැඩිදියුණු කිරීම, ගොවි නිත්‍යානුකූල සැලසුම් සහ ආයෝජන යෙදීම."
වී වගාවෙදී වගා අවස්ථා නිමි Kirime තුළ අත්දැකීම් යාවත්කාලීන කිරීමේ වැදගත්කම මොකක්ද?,"ඊළඟ වගාව සඳහා ඉතා හොඳ සැලසුම් ලැබීම, අත්දැකීම් හා වාර්තා භාවිතයෙන් ප්‍රතිලාභය වැඩිදියුණු කිරීම."
වී වගාව සඳහා රජයේ නීතියෙන් නිරෝධායන කළ යුතු දිගුකල් රෝග මොනවාද?,"බැක්ටීරියා සහ විෂ බෝවීම්, දේශගුණික රෝග, මාත්‍රා ඉක්මන් රෝග, ජලය හරහා බෝවීම්."
වී වගාවෙදී පහසු ගෙවීම් ක්‍රම භාවිතය කළ යුතු හේතුව මොකක්ද?,"වියදම් සහ ආදායම් සකස් කර, ශාක නඩත්තු කිරීම, ශ්‍රම වැටුප් නිසි ලෙස බෙදා ගැනීම සඳහාය."
වී වගාවෙදී මහ වගාව අතරක සමහර නිවාඩු අත්‍යවශ්‍ය නඩත්තු වැඩ කරන්නේ ඇයි?,"ක්ෂේත්‍ර ජල මට්ටම් පාලනය, වල් ශාක ඉවත් කිරීම, පෝෂක අවශ්‍යතා නිරීක්ෂණය."
වී වගාව සාර්ථකව නිමකල පසු පෝෂණය පිළිබඳ වැඩිදුර සැලසුම් දැරීමේ වැදගත්කම මොකක්ද?,"හැකිතරම් ඉක්මන්ව අලෙවි කිරීමට, එදිනෙදා ආහාර අවශ්‍යතා සපයීමට, ආර්ථික වාසිය තවදුරටත් නිර්මාණය කිරීමට."
වී වගාවෙදී ශාකවාඩි නැව්වීමේ ක්‍රියාවලී අඩු කිරීමේදී කළ හැකි දෙමොනවාද?,"ලේසර් මට්ටම් සකස් කිරීම, සෘජු ජල සැපයුම් නාඩි සකස් කිරීම, ගින්නෙන් වැව නැවතීයාම වැළැක්වීම."
වී වගාවෙදී වගා කිරීමට පෙර බීජ උසස් කිරීමෙන් ලබන ප්‍රතිලාභ මොනවාද?,"අධික ඉනසිටීමේ වේගය, රෝග ප්‍රතිශක්තිකරණය, ලාභශීලී වගා කිරීම් ප්‍රමාණය ඉහළ දැමීම."
වී වගාවෙදී විවිධ භෝග ආශ්‍රිත ස්වයංක්‍රිය නාඩි පද්ධති භාවිතයෙන් ලැබෙන වාසිය මොකක්ද?,"ජලය, පොහොර, රෝග නාශක පාලනය පිළිබඳ ස්වයංක්‍රිය නිරීක්ෂණය, වේලාව නියතව සුරැකීම."
වී වගාවෙදී දේශිය සම්පත් භාවිතයෙන් උපකරණ නිර්මාණය කිරීමේ වැදගත්කම මොකක්ද?,"වියදම් අඩු කිරීම, දේශිය හැකියාවන් පුහුණු කිරීම, ඉඩම් හා පාරිසරික සම්පත් අරමුදල් ඉතිරි කිරීම."
වී වගාවෙදී වගා මෘදුකාංග භාවිතය ජනප්‍රියද?,"ඔව්, වර්ධනය, රෝග, ජල මට්ටම් පිළිබඳ දත්ත නිරීක්ෂණය පහසු වී, තීරණ ගැනීම විද්‍යාත්මකව කළ හැක."
වී වගාවෙදී වගා ඉඩම්වල හිස් පුරවන තත්ත්වය සතියින් සතිය පරික්ෂා කිරීමේ වැදගත්කම මොකක්ද?,"රෝග හිස් වැලැක්වීම, හිස් ඇතිවීමේ පුපුරා යාම නිරීක්ෂණය, නියත අස්වැන්න නෙලීමේ සැලසුම් සඳහාය."
වී වගාවෙදී පාලක බලපෑම් සමඟ ජල මට්ටම් පාලනය කළ යුතුද?,"ඔව්, අධික ජලය ඉවත් කිරීම, අඩු ජලය පිරවීම, අනතුරු අවස්ථා වල ක්‍රියා මගින් ශාක සුරැකීම."
වී වගාවෙදී බෝග සුරැකීමේ ප්‍රධාන උපක්‍රම මොනවාද?,"රසායනික නාශක, ජීව නාශක, වගා රෝටේෂන්, බෝග විකල්ප හා වගා පරම්පරාව පවත්වා ගැනීම."
වී වගාවෙදී බෝග නාෂක පිළිබඳ විකල්ප ප්‍රතිපාදන ලබා ගැනීමට හැකි ස්ථානයන් මොනවාද?,"ප්‍රාදේශිය කෘෂිකාර්මික නිලධාරී කාර්යාල, ශාස්ත්‍රපති උපදෙස් මධ්‍යස්ථානයන්, රජයේ ව්‍යාප්ති අංශ."
වී වගාවෙදී උසස් පානීය ජල ගලන පද්ධතියක් තිබීමේ වාසිය මොකක්ද?,"වගා කිරීමට විශ්වාසව ජලය සැපයීම, විශේෂ අවස්ථාවන්දී අපයෝජනයෙන් වළකී මුදල් ඉතිරි කිරීම."
වී වගාව අවසන් කළ පසු ඉඩම් සුදුසුකම් නොතබා තබාගන්නවා නම් වෙන්නේ මොකක්ද?,"පසෙහි රෝග, පාංශු සෞඛ්‍යය අඩු වී ඉදිරි වගා සඳහා අභියෝග මතුවීම."
වී වගාවෙදී වගා ක්‍රියා සටහන් තබා ගැනීමේ වාසිය මොකක්ද?,"අතීත අත්දැකීම් ඇසුරින් නව වගා ක්‍රම නංවා ගැනීම, මුදල් හරඹ පාලනය, පෙර වගා සමග සංසන්දනය."
වී වගාවෙදී නොවල් ශාක උපදවන රෝග වැඩිවීම වැළැක්වීමට කළ යුතු දේ මොනවාද?,"පවත්නා වැල් ඉවත් කිරීම, රෝග නාශක නිරෝධායනය, උපකරණ පිරිසිදු කිරීම, ක්ෂේත්‍ර නිරීක්ෂණය."
වී වගාවෙදී උදාකරුවන්ට යෝජිත පොහොර සහනාධාර ලබා ගැනීමේ ක්‍රියාවලිය කොහොමද?,"ප්‍රාදේශිය පාලනාධිකාරීන් හරහා ලියාපදිංචි වීම, වගා සැලසුම් ඉදිරිපත් කිරීම, නිර්දේශ පද්ධති සලකා බැලීම."
වී වගාවෙදී බීජ හුවමාරුවෙන් ලබන වාසිය මොකක්ද?,"විවිධ වී වර්ග සපයීම, ජනප්‍රිය රෝග ප්‍රතිශක්තිකරණය, නව ප්‍රයෝජනවත් වර්ග අත්හදා බැලීම."
වී වගාවෙදී පරිසර සුරක්ෂිතභාවය අනිවාර්යයද?,"ඔව්, ඉදිරි පරපුරගේ ආහාර ආරක්ෂාව, පසුගාමී පස් සංවර්ධනය, ජල හා වායුගෝලීය දීප්තිමත් භාවය සුරැකීම සඳහාය."
වී වගාවෙදී අවසන් වූ ඇලවල් නඩත්තු කිරීම කරන්නේ ඇයි?,"ඊළඟ වගාව සඳහා සූදානම, ජල ගලා යාම පහසු කිරීම, රෝග පැතිරී යාම අවම කිරීම."
වී වගාවෙදී සෞඛ්‍ය සම්පන්න ආහාර නිෂ්පාදනයට ගැලපෙන ක්‍රම මොනවාද?,"ජීව පොහොර, අවම රසායනික භාවිතය, පරිසර හිතකාමී බෝග පාලන ක්‍රම, නිසි ගැලපුම් විග්‍රහ."
වී වගාවෙදී වී බීජ පැලවීමට දින ගණනක් ගතවන්නේ ඇයි?,"බීජයේ ස්වභාවය, උෂ්ණත්වය, දිය ලබාදීම, පිළිවෙළ සුදුසුකම් යනාදිය අනුව වේලාව වෙනස් වේ."
වී වගාවෙදී පරම්පරා ගණනාවක් තිස්සේ අත්දැකීම් භාවිතය වටිනාද?,"ඔව්, දේශීය පරිසරයට ගැලපෙන බෝග ක්‍රම, රෝග පාලන පුනරුත්පාදන, සාර්ථක උදාහරණ මිශ්‍ර කර ගැනීම."
වී වගාවෙදී වගා කළ අස්වැන්න තත්ත්ව පරීක්ෂා කිරීමේ ක්‍රම මොනවාද?,"ජල ප්‍රමාණය, චර්යාව, බීජ ශක්තිමත් බව පරීක්ෂා කිරීම, රසායනික අවශේෂ විග්‍රහය."
වී වගාව අවසන් කළ පසුව ජල කළමනාකරණ පද්ධතිය ජීව ගුණාත්මක භාවය රැක ගැනීමට කළ හැකිද?,"ඔව්, නිරන්තර නඩත්තු හා පිරිසිදු කිරීම, ජලය ඉතා සුරක්ෂිතව භාවිතා කිරීම, පස සෞඛ්‍යය ඉහළ තබා ගැනීම."
වී වගාව ආරම්භ කිරීමට පෙර බිම් ප්‍රායෝගික පුහුණු ලබා ගැනීමේ වැදගත්කම මොකක්ද?,"වගා කළමනාකරණය, පාංශු සාර්ථකභාවය, රෝග පාලනය යනාදිය පිළිබඳ නවීන දැනුම ලබා ගැනීම සඳහාය."
වී වගාවෙදී ඔළුවර ලාභශීලීත්වය වැඩි කිරීම සඳහා කෙරෙන විකල්ප ක්‍රියා මොනවාද?,"වර්ධනයේදී උචිත පොහොර යෙදීම, අධික රෝග හා පළිබෝධ පාලනය, සංවිධානාත්මක බෙදාගැනීම්."
වී වගාව කිරීමට පෙර පාංශු හෝදීම හා පිරිසිදු කිරීමේ වැදගත්කම මොනවාද?,"බීජ ඉනසිටීම සඳහා තෙත නියත තත්ත්වය පවත්වා ගැනීම, රෝග ඇතිවීම අවම කිරීම."
වී වගාවෙදී ජල කළමනාකරණ සැලසුම් දීර්ඝකල් සකස් කිරීමේ ප්‍රයෝජනය මොකක්ද?,"නියඟ හෝ අධික වැසි සමයන්දී අස්වැන්න ආරක්ෂා කර ගැනීම, හානි අවම කිරීම."
වී වගාව සාර්ථක කිරීම සඳහා සීමිත භූමිකාවක් ඇතිව ලැබෙන ඵලදායී ක්‍රම මොනවාද?,"පොකුණු ජලය භාවිතය, පැල නට්ට තාක්ෂණ, ස්වයංක්‍රිය ජල පාලක උපාය."
වී වගාවෙදී දිගුකල් නියඟයක් ඇත්නම් කළ යුතු දේ මොනවාද?,"වගා කළමනාකරණය යළි සැලසුම් කිරීම, වගා අවස්ථාව සංශෝධනය, ජල සුරැකීමේ ක්‍රම වැඩිදියුණු කිරීම."
වී වගාවෙදී වගා කළ ශාක සංඝාතය එළැවීමේ වැදගත්කම මොකක්ද?,"බෝග අතර තරඟ වැළැක්වීම, පොහොර හා ජල සැපයුම සවිස්තරාත්මකව බෙදා ගැනීම."
වී බෝගයක් ලෙස තෝරා ගන්නේ ඇයි?,"ශ්‍රී ලංකාවේ ප්‍රධාන ආහාර මූලාශ්‍රයක් වන අතර ආර්ථික ලාභ ඇති කිරීමේ හැකියාව සිටීම නිසාය."
වී වගාවෙදී දෙසැම්බර් සිට ජනවාරි තුරු අවස්ථාව ප්‍රයෝජනවත් වන්නේ ඇයි?,"මහ වගා කාලය තුළ සාමාන්‍යයෙන් වැඩි වැසි ලබාගත හැකි බැවින් ජලය සුවිශේෂී ලෙස සුරැකිය හැක."
වී වගාවෙදී පත්‍ර කොල පැහැය නාරිච්ච වීම දක්නට ලැබෙයි නම් කළ යුතුද?,"පෝෂක අඩුකම් හෙවත් රෝග ලක්ෂණයයිදැයි පරීක්ෂා කර නිසි පොහොර හෝ නාශක යෙදිය යුතුය."
වී වගාව සඳහා අවශ්‍ය මුදල් සම්පාදනය කිරීමේදී සැලකිලිමත් විය යුතු ඇයි?,"ප්‍රමාණවත් පුරප්පාඩු ක්‍රියාමාර්ග ගෙන වගා කළමනාකරණය විශේෂයෙන් සැලසුම් කිරීමට."
වී වගාවෙදී ස්වයංක්‍රිය නිරීක්ෂණ සන්නාලි භාවිතය වාසියක්ද?,"ඔව්, ඉඩම් තත්ත්වය, උෂ්ණත්වය, ජල මට්ටම් පිළිබඳ දත්ත ඉක්මන්ව ලබා නියතව ක්‍රියා කළ හැක."
වී වගාවෙදී වගා අවස්ථා වෙනස් කිරීමේදී පාංශු සකස් කිරීම පැහැදිළියිද?,"ඔව්, නව බෝගයට ගැළපෙන පෝෂක ස්වභාවය සකස් කර පාංශු ගුණ නංවා ගැනීමට."
වී වගාවෙදී රෝග නිරෝධායනය නොකෙරේ නම් ඇතිවිය හැකි ඛේදවාචකය මොකක්ද?,"අස්වැන්න සියයට විශාල ප්‍රමාණයක් විනාශවී ගොවි මහතුන්ගේ ආදායම පහත යාම."
වී වගාවෙදී විවිධ ශාක සුරැකීමේ ක්‍රම භාවිතයෙන් ලබන වාසිය මොකක්ද?,"බෝග සංවර්ධනය සෞඛ්‍ය සම්පන්නව පැවතිය හැකි අතර විවිධ බෝග සංස්කරණය පහසු වේ."
වී වගාවෙදී පොහොර මිශ්‍රණය නිවැරදිව තීරණය නොකළහොත් මොනවා වෙයි?,"ශාකයෙහි පෝෂණ අසමතුලිතභාවය, ආර්ථික හා ආහාර අලාභය, පාංශු දූෂණය."
වී වගාවෙදී ජලය පැසවීමේදී යෙදෙන පැල නිසි සුරැකීමේ ක්‍රියාවලිය මොකක්ද?,"පැලවල ඉහල කොටස් ජලයෙන් ආවරණය නොවී සිටීම, ශාක මූල පද්ධතිය රැක ගැනීම."
වී වගාවෙදී නිරන්තරව නවීන තාක්ෂණ හා පර්යේෂණ මත සැලසුම් කිරීමේ වැදගත්කම මොකක්ද?,"අස්වැන්න වැඩිදියුණු කිරීම, වේලාව හා ශ්‍රමය ඉතුරුණු වැඩ, නවීන අභියෝග නිරාකරණය."
වී වගාවෙදී දිගුකල් ගබඩා කිරීම සඳහා පවතින ක්‍රම මොනවාද?,"නිසි තෙතමන පාලන ගබඩා, පෘෂ්ට ආරක්ෂිත බෝග අවම රෝග ක්‍රම, මෙවලම් භාවිතය."
වී වගාවෙදී පුළුල් වැපිරීම් බෙදා වගා කිරීමේ වාසිය මොනවාද?,"බෝග විවිධතාවය, රෝග ව්‍යාප්තිය අවම කිරීම, අස්වැන්න ඉහළ නැංවීම."
වී වගාවෙදී වගා කළ බෝග නෙලීම අවසන් කළ පසු ඉඩම් සකස් කිරීමේ වැදගත්කම මොකක්ද?,"ඊළඟ වගාවට සුදුසු පාංශු තත්ත්වයක් තබා ගැනීම, රෝග හා පළිබෝධ අවම කිරීම."
වී වගාවෙදී පළිබෝධ නාශකය රසායනිකව භාවිතා කිරීම අනිවාර්යද?,"අවශ්‍ය අවස්ථාවන් සඳහා පමණක් භාවිතා කළ යුතු අතර, ප්‍රායෝගිකව සීමා කළයුතුය."
වී වගාවෙදී ස්වාභාවික පොහොර භාවිතය කළ යුතු වේලාවන් මොනවාද?,"වී නට්ට කිරීමේ මුල් අදියර, ශාකයෙහි මැදිකර වර්ධනය, අස්වැන්න ලබන දවසට පෙර අවස්ථා."
වී වගාවෙදී ඇලවල් ආදියෙන් ජලය ගලා යාම පාලනය කිරීම ඇයි වැදගත්?,"අධික ජලය වෙලි බිම රැඳී ස්වාබාවික වර්ධනය ආරක්ෂා කර ගැනීමට."
වී වගාවෙදී ක්ෂේත්‍රය හා බල අධිකාරිය සමඟ සබඳතාවය තබා ගැනීමේ වැදගත්කම මොකක්ද?,"සෞඛ්‍ය සම්පන්න වගාව සඳහා උපාය මාර්ග, නීති හා උපදෙස් ලබා ගැනීමේ පහසුව."
වී වගාවෙදී ආලෝකය ලැබීමේදී ශාකයට ඇති දායකත්වය මොකක්ද?,"උරිත්‍රාසියන් ක්‍රියාවලිය පුලුවන් උපරිමය ලබා පත්‍ර හා බීජ ශක්තිමත් වර්ධනයක් උදාකරීම."
වී වගාවෙදී වගා කළ බීජවල ගුණාත්මකභාවය නිසැක කිරීමේ ක්‍රම මොනවාද?,"බීජ පරීක්ෂා, බීජ උසස් කිරීම, රෝග පරීක්ෂා, ජලයේ ගිලීම පරීක්ෂා කිරීම."
වී වගාවෙදී ජලය සහ රසායනික නාශක ප්‍රමාණාත්මක භාවිතය කරන්නෙද්දී සැලකිලිමත් විය යුතු ඇයි?,"පරිසරයට හානි අඩු කිරීම, ආරක්ෂිත ආහාර නිෂ්පාදනය, වගා ඵලදායීත්වය පැවැත්වීම සඳහාය."
වී වගාවෙදී නිරන්තරව ගුණාත්මක අස්වැන්නක් ලබා ගැනීම සඳහා කළ යුතු දේ මොනවාද?,"වගා රෝටේෂන් ක්‍රම, පොහොර සකස් කිරීම, ජල කළමනාකරණ යාන්ත්‍රික පද්ධති."
වී වගාවෙදී පිළිබෝධ නාශකවලට සීමා සහිත ක්‍රම භාවිතය ඇයි වැදගත්?,"ශාක හා පරිසරයට අහිතකර බලපෑම් අඩු කිරීම, ලාභශීලීත්වය සහ ආහාර ආරක්ෂාව පවත්වා ගැනීම."
වී වගාවෙදී එළවළු වැනි වෙනත් බෝග සමඟ වගා කිරීමේ ඉහළ අවදානම් මොනවාද?,"සම්පත් බෙදා ගැනීමේ පාරිභෝගික තරඟ, උචිත නොවන රෝග පැතිරී යාම."
වී වගාවෙදී පුළුවන් තාප්ප හා යාන්ත්‍රික නාඩි සකස් කිරීමෙන් ලබන වාසිය මොකක්ද?,"අධික වැසි හා ජල ගලා යාම පාලනය, ඒකාකාරී ජල සැපයුම, රෝග පැතිරී යාම අවම කිරීම."
වී වගාවෙදී නියත වේලාවන්ට දමා යනු ලබන පොහොර ප්‍රමාණය තීරණය කරන්නෙද්දී බලන කරුණු මොනවාද?,"ශාක වර්ධනයේ අදියර, පාංශු පරීක්ෂණ, දේශගුණ සහ වගා වර්ගය."
වී වගාවෙදී කළ යුතු නිරන්තර නිරීක්ෂණ වල වැදගත්කම මොකක්ද?,"පත්‍රවල හා ශාක වර්ධනයේ වෙනස්කම්, පළිබෝධ, රෝග ව්‍යාප්තිය ඉක්මන්ව හඳුනා ගැනීම."
වී වගාවෙදී ගොවි සංගම හා ප්‍රාදේශිය අත්දැකීම් ඇයි වැදගත්?,"දේශීය පරිසරයට ඔරොත්තු දෙන ක්‍රම, පහසු හා පිරිවර ලාභශීලී රෝග පාලන ක්‍රම, ගෘහස්ත සම්පත් භාවිතය."
වී වගාවෙදී අන්තිම අස්වැන්න නෙලීමේ වේලාව නිසැකව පරීක්ෂා කළ යුතු ඇයි?,"අලෙවිදායේදී ගුණාත්මක වී අවශ්‍ය නිසා, අධික වියලි වීම හෝ ධාන්ය විනාශය වැළැක්වීම සඳහාය."
වී වගාවෙදී නියත රෝග නාශක භාවිතය විකල්ප පිළිබඳ තොරතුරු ලබා ගන්නේ කොහොමද?,"ප්‍රාදේශිය කෘෂිකාර්මික නිලධාරීන්, රජයේ පර්යේෂණ මධ්‍යස්ථානයන්, ගොවි සංගම උපදෙස් මතය."
වී වගාවෙදී හානි වර්ධනය රැක ගැනීම සඳහා ගන්නා ප්‍රධාන උපවිධානය මොකක්ද?,"නිසි කල පොහොර යෙදීම, වැලලි ශාක ඉවත් කිරීම, වගා නඩත්තු කිරීම, රෝග පාලනය."
වී වගාවෙදී ස්වයංක්‍රියව ජල සැපයුම පාලනය කරන පද්ධති භාවිතය වැදගත්ද?,"ඔව්, ජලය ඉතිරි කර යාත්‍රිකව නියත වේලාවන්ට දමා හැකි අතර අන්තිමදී අස්වැන්න වැඩි වේ."
වී වගාවෙදී පාංශු ප්‍රතිශක්තිකරණය දීර්ඝකාලීනව කරන්නෙද්දී භාවිතා වන ද්‍රව්‍ය මොනවාද?,"ජීව පොහොර, කොම්පෝස්ට්, පස සෙවණැලි ඉවත් කිරීම, ආවරණ ශාක භාවිතය."
වී වගාවෙදී වැඩි වැඩ අත්‍යවශ්‍ය වන්නේ කුමන අවස්ථාවලද?,"වී බීජ නට්ට කිරීමේ මුල් වාර, හිස් පැළීයාම ආරම්භය, රෝග හා පළිබෝධ පහළවූ අවස්ථා."
වී වගාවට යෙදෙන රාජ්‍ය මට්ටමේ සහනාධාර ඇයි නිසි ලෙස භාවිතා කළ යුතු?,"දියුණු වගා කළමනාකරණය, ආර්ථික වාසිය, සුරක්ෂිත ආහාර සැපයුම සහ සහතිකිත ව්‍යාපාරික මුලපිරුණු ඇති කිරීම."
වී වගාවෙදී වගා පිළිබඳ තත්ව තොරතුරු නිරන්තරව එක්‍රැස් කිරීමේ වැදගත්කම මොකක්ද?,"ඊළඟ වගාව සඳහා නිවැරදි තීරණ, අත්දැකීම් සංචිත, නව තාක්ෂණයට අනුගුණ සැලසුම්."
වී වගාවෙදී ඇලවල් පිහිටගැනීම නිසි ලෙස නොකොට නම් ඇතිවිය හැකි ගැටලු මොනවාද?,"අධික වැසි සමයේ ජල ගලා යාම පාලනය කිරීම දුෂ්කර වීම, රෝග පැතිරී යාම වැඩිවීම."
වී වගාවෙදී පරපුරින් පරපුරට පැවති ශ්‍රේෂ්ඨ අත්දැකීම් භාවිතා කිරීම ඔබට උදව්වක්ද?,"ඔව්, දේශීය පරිසරයට ගැලපෙන විසඳුම් ලැබීම, නව තාක්ෂණ සමග ඒවා මුසපත් කර වැඩිදියුණු කිරීමට හැක."
වී වගාවෙදී නොයෙකුත් උද්ධමනයක් ඇති විට කළ යුතු දේ මොකක්ද?,"කාලගුණ අනතුරු ඇඟවීම් පිළිබඳ අවධානය යොමු කර වෙලාවට කල ක්‍රියාමාර්ග, ජල කළමනාකරණය පවාරිකව කර ගැනීම."
වී වගාවෙදී පත්‍රවල ලප ඇතිවීම රෝගවල් බවක්ද?,"ඔව්, එය රෝග ලක්ෂණයක් විය හැකි බැවින් නිසි විග්‍රහයකට ලක් කළ යුතුය."
වී වගාවෙදී නිසි පෙරහුරුවක් නොමැතිව වගා කිරීමෙන් මතු වන තත්ත්වය මොකක්ද?,"රෝග හා පාංශු ගුණාත්මකත්වය අඩු වීම, අස්වැන්න පහත වැටීම, ශ්‍රම හා වියදම් නාස්ති වීම."
